nse_ticker,company_name,macro,sector,industry,basic_industry,themes
ROTO,Roto Pumps Limited,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,
ROUTE,ROUTE MOBILE LIMITED,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,
ROYALENF,,,,,,
RPEL,Raghav Productivity Enhancers Limited,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,
RPGLIFE,RPG Life Sciences Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
RPOWER,Reliance Power Limited,Utilities,Power,Power,Power Generation,
RPPINFRA,R.P.P. Infra Projects Limited,Industrials,Construction,Construction,Civil Construction,
RPPL,Rajshree Polypack Limited,Industrials,Capital Goods,Industrial Products,Packaging,
RPSGVENT,RPSG VENTURES LIMITED,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),
RPTECH,Rashi Peripherals Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,
RR,,,,,,
RRKABEL,R R Kabel Limited,Industrials,Capital Goods,Industrial Products,Cables - Electricals,capex
RSL,Rajputana Stainless Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals
RSSOFTWARE,R. S. Software (India) Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,it_services
RSWM,RSWM Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
RSYSTEMS,R Systems International Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,it_services
RTNINDIA,RattanIndia Enterprises Limited,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,discretionary
RTNL,,,,,,
RTNPOWER,RattanIndia Power Limited,Utilities,Power,Power,Power Generation,
RUBFILA,Rubfila International Limited,Industrials,Capital Goods,Industrial Products,Rubber,
RUBICON,Rubicon Research Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
RUBYMILLS,The Ruby Mills Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
RUCHI,,,,,,
RUCHINFRA,Ruchi Infrastructure Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
RUCHIRA,Ruchira Papers Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,
RUDRA,Rudra Global Infra Products Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals
RUPA,Rupa & Company Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,discretionary
RUSHIL,Rushil Decor Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates,discretionary
RUSTOMJEE,Keystone Realtors Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,realty
RVHL,Ravinder Heights Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,realty
RVNL,Rail Vikas Nigam Limited,Industrials,Construction,Construction,Civil Construction,railways;psu_capex;data_center
RVTH,Revathi Equipment India Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,ev;capex
SAATVIKGL,Saatvik Green Energy Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,renewables;semis;capex
SABTN,Sri Adhikari Brothers Television Network Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,ev
SADBHAV,Sadbhav Engineering Limited,Industrials,Construction,Construction,Civil Construction,
SADBHIN,Sadbhav Infrastructure Project Limited,Industrials,Construction,Construction,Civil Construction,
SADHNANIQ,Sadhana Nitrochem Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,specialty_chem
SAFARI,Safari Industries (India) Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,discretionary
SAFEXPRESS,,,,,,
SAGARDEEP,Sagardeep Alloys Limited,Industrials,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products,metals
SAGCEM,Sagar Cements Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,cement
SAGILITY,SAGILITY LIMITED,Information Technology,Information Technology,IT - Services,IT Enabled Services,it_services
SAHANA,Sahana System Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,it_services
SAHASRA,Sahasra Electronic Solutions Limited,Industrials,Capital Goods,Industrial Products,Other Industrial Products,semis;capex
SAHYADRI,Sahyadri Industries Limited,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials,
SAIL,Steel Authority of India Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,psu_capex;metals
SAILIFE,Sai Life Sciences Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
SAKAR,Sakar Healthcare Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
SAKHTISUG,Sakthi Sugars Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,fmcg_staples
SAKSOFT,Saksoft Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,it_services
SAKTHI,,,,,,
SAKUMA,Sakuma Exports Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors,
SALASAR,Salasar Techno Engineering Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,capex;new_age_tech
SALONA,Salona Cotspin Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
SALZERELEC,Salzer Electronics Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,semis;capex
SAMBHAAV,Sambhaav Media Limited,Consumer Discretionary,Media Entertainment & Publication,Media,Electronic Media,
SAMBHV,Sambhv Steel Tubes Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals
SAMHI,Samhi Hotels Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,discretionary;new_age_tech
SAMMAANCAP,Sammaan Capital Limited,Financial Services,Financial Services,Finance,Housing Finance Company,nbfc
SAMPANN,Sampann Utpadan India Limited,Industrials,Capital Goods,Industrial Products,Rubber,
SAMVARDHANA,,,,,,
SANATHAN,Sanathan Textiles Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
SANDESH,The Sandesh Limited,Consumer Discretionary,Media Entertainment & Publication,Media,Print Media,
SANDHAR,Sandhar Technologies Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev;new_age_tech
SANDUMA,Sandur Manganese & Iron Ores Limited,Energy,Oil Gas & Consumable Fuels,Consumable Fuels,Coal,metals
SANGAMIND,Sangam (India) Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
SANGHI,,,,,,
SANGHIIND,Sanghi Industries Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,cement
SANGHVI,,,,,,
SANGHVIMOV,Sanghvi Movers Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
SANOFI,Sanofi India Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
SANOFICONR,Sanofi Consumer Healthcare India Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
SANSERA,Sansera Engineering Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
SANSTAR,Sanstar Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,fmcg_staples
SAPPHIRE,Sapphire Foods India Limited,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,discretionary
SAPPHIREF,,,,,,
SAPPHIREFD,,,,,,
SAPPHIREFOO,,,,,,
SARASWATCO,,,,,,
SARDAEN,Sarda Energy & Minerals Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,metals
SAREGAMA,Saregama India Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,
SARLAPOLY,Sarla Performance Fibers Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
SARVESHWAR,Sarveshwar Foods Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,fmcg_staples
SASKEN,Sasken Technologies Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,it_services;new_age_tech
SASTASUNDR,Sastasundar Ventures Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,hospitals
SATIA,Satia Industries Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,
SATIN,Satin Creditcare Network Limited,Financial Services,Financial Services,Finance,Microfinance Institutions,small_fin_banks
SAURASHCEM,Saurashtra Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,cement
SAURASHTRA,,,,,,
SBC,SBC Exports Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,discretionary
SBCL,Shivalik Bimetal Controls Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals
SBFC,SBFC Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
SBGLP,Suratwwala Business Group Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,realty
SBICARD,SBI Cards and Payment Services Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
SBILIFE,SBI Life Insurance Company Limited,Financial Services,Financial Services,Insurance,Life Insurance,life_insurance
SBIMF,,,,,,
SBIN,State Bank of India,Financial Services,Financial Services,Banks,Public Sector Bank,psu_banks
SCHAEFFLER,Schaeffler India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev;capex
SCHAND,S Chand And Company Limited,Consumer Discretionary,Media Entertainment & Publication,Printing & Publication,Printing & Publication,
SCHNEIDER,Schneider Electric Infrastructure Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,ev;capex
SCI,Shipping Corporation Of India Limited,Services,Services,Transport Services,Shipping,logistics
SCILAL,Shipping Corporation of India Land and Assets Limited,Financial Services,Financial Services,Finance,Investment Company,
SCODATUBES,Scoda Tubes Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals
SCUF,,,,,,
SDBL,Som Distilleries & Breweries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,
SEACOAST,,,,,,
SEAMECLTD,Seamec Limited,Services,Services,Transport Services,Shipping,logistics
SECMARK,SecMark Consultancy Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,it_services
SECURE,,,,,,
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,Information Technology,Information Technology,IT - Services,IT Enabled Services,it_services;new_age_tech
SEDEMAC,SEDEMAC Mechatronics Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
SEJALLTD,Sejal Glass Limited,Industrials,Capital Goods,Industrial Products,Glass - Industrial,
SELMC,SEL Manufacturing Company Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
SEMAC,Semac Construction Limited,Industrials,Construction,Construction,Civil Construction,
SENCO,Senco Gold Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,discretionary
SENORES,Senores Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
SEPC,SEPC Limited,Industrials,Construction,Construction,Civil Construction,
SEQUENT,,,,,,
SERVOTECH,Servotech Renewable Power System Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,renewables;semis;capex;new_age_tech
SESHAPAPER,Seshasayee Paper and Boards Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,
SETCO,Setco Automotive Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
SETL,Standard Engineering Technology Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,capex;new_age_tech
SFL,Sheela Foam Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Furniture Home Furnishing,discretionary
SGFIN,SG Finserve Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
SGIL,Synergy Green Industries Limited,Industrials,Capital Goods,Industrial Products,Castings & Forgings,renewables
SGL,STL Global Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
SGMART,SG Mart Limited,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals,metals
SHADOWFAX,Shadowfax Technologies Limited,Services,Services,Transport Services,Logistics Solution Provider,new_age_tech;logistics
SHAH,Shah Metacorp Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals
SHAHALLOYS,Shah Alloys Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals
SHAILY,Shaily Engineering Plastics Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,discretionary
SHAKTIPUMP,Shakti Pumps (India) Limited,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,
SHALBY,Shalby Limited,Healthcare,Healthcare,Healthcare Services,Hospital,hospitals
SHALPAINTS,Shalimar Paints Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints,discretionary
SHANKARA,Shankara Building Products Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,discretionary
SHANTI,Shanti Overseas (India) Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,fmcg_staples
SHANTIGEAR,Shanthi Gears Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,capex
SHANTIGOLD,Shanti Gold International Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,discretionary
SHARDACROP,Sharda Cropchem Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,specialty_chem;rural_agri
SHARDAMOTR,Sharda Motor Industries Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
SHAREINDIA,Share India Securities Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,capital_markets
SHEKHAWATI,Shekhawati Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
SHEMAROO,Shemaroo Entertainment Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,
SHILCTECH,Shilchar Technologies Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,capex;new_age_tech
SHILPAMED,Shilpa Medicare Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
SHIVALIK,Shivalik Rasayan Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,specialty_chem;rural_agri
SHIVAMAUTO,Shivam Autotech Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev;new_age_tech
SHIVAMILLS,Shiva Mills Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
SHIVATEX,Shiva Texyarn Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
SHIVAUM,Shiv Aum Steels Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors,
SHK,S H Kelkar and Company Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,specialty_chem
SHOPERSTOP,Shoppers Stop Limited,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,discretionary
SHOPSTOP,,,,,,
SHRADHA,Shradha Realty Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,realty
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,cement
SHREECEM,SHREE CEMENT LIMITED,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,cement
SHREEJISPG,Shreeji Shipping Global Limited,Services,Services,Transport Services,Shipping,logistics
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,specialty_chem
SHREERAMA,Shree Rama Multi-Tech Limited,Industrials,Capital Goods,Industrial Products,Packaging,new_age_tech
SHREERENUKA,,,,,,
SHREYANIND,Shreyans Industries Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,
SHREYANS,,,,,,
SHREYAS,,,,,,
SHRINGARMS,Shringar House of Mangalsutra Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,discretionary
SHRIPISTON,Shriram Pistons & Rings Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
SHRIRAMFIN,Shriram Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nbfc
SHRIRAMFRT,,,,,,
SHRIRAMPPS,Shriram Properties Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,realty
SHYAM,,,,,,
SHYAMCENT,Shyam Century Ferrous Limited,Commodities,Metals & Mining,Ferrous Metals,Ferro & Silica Manganese,metals
SHYAMMETL,Shyam Metalics and Energy Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals
SHYAMSTEEL,,,,,,
SHYAMTEL,Shyam Telecom Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors,
SIEMENS,Siemens Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,renewables;capex
SIEVERT,,,,,,
SIGACHI,Sigachi Industries Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
SIGIND,Signet Industries Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors,
SIGMA,Sigma Solve Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,it_services
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,defense
SIGNATURE,Signatureglobal (India) Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,realty
SIGNPOST,Signpost India Limited,Consumer Discretionary,Media Entertainment & Publication,Media,Advertising & Media Agencies,
SIKKO,Sikko Industries Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,specialty_chem;rural_agri
SIL,Standard Industries Limited,Consumer Discretionary,Realty,Realty,Real Estate related services,realty
SILGO,Silgo Retail Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,discretionary
SILINV,SIL Investments Limited,Financial Services,Financial Services,Finance,Investment Company,
SILLYMONKS,Silly Monks Entertainment Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,
SILVERTUC,Silver Touch Technologies Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,it_services;new_age_tech
SIMBHAOLI,,,,,,
SIMPLEXINF,Simplex Infrastructures Limited,Industrials,Construction,Construction,Civil Construction,
SINCLAIR,Sinclairs Hotels Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,discretionary
SINDHUTRAD,Sindhu Trade Links Limited,Energy,Oil Gas & Consumable Fuels,Consumable Fuels,Coal,metals
SINGERIND,Singer India Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,discretionary
SINTERCOM,Sintercom India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
SIRCA,Sirca Paints India Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints,discretionary
SIS,SIS LIMITED,Consumer Discretionary,Consumer Services,Other Consumer Services,Other Consumer Services,discretionary
SIYARAM,,,,,,
SIYSIL,Siyaram Silk Mills Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
SJS,S.J.S. Enterprises Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
SJVN,SJVN Limited,Utilities,Power,Power,Power Generation,psu_capex
SKFINDIA,SKF India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
SKFINDUS,SKF India (Industrial) Limited,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,
SKIL,SKIL Infrastructure Limited,Industrials,Construction,Construction,Civil Construction,
SKIPPER,Skipper Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,capex
SKMEGGPROD,SKM Egg Products Export (India) Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Meat Products including Poultry,
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,discretionary
SMARTLINK,Smartlink Holdings Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,
SMARTWORKS,Smartworks Coworking Spaces Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
SMCGLOBAL,SMC Global Securities Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,capital_markets
SMIFS,,,,,,
SML,,,,,,
SMLISUZU,SML Isuzu Limited,,,,,
SMLMAH,SML Mahindra Limited,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles,Commercial Vehicles,
SMLT,Sarthak Metals Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals
SMRUTHIORG,,,,,,
SMSPHARMA,SMS Pharmaceuticals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
SMVD,SMVD Poly Pack Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,
SNOWMAN,Snowman Logistics Limited,Services,Services,Transport Services,Logistics Solution Provider,logistics
SOBHA,Sobha Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,realty
SOFTTECH,Softtech Engineers Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,it_services;new_age_tech
SOLARA,Solara Active Pharma Sciences Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,renewables;cdmo_pharma;branded_pharma
SOLARBOMB,,,,,,
SOLARIND,,,,,,
SOLARINDS,Solar Industries India Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Explosives,renewables
SOLARWORLD,Solarworld Energy Solutions Limited,Industrials,Construction,Construction,Civil Construction,renewables
SOLEX,Solex Energy Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,capex
SOLUTIONK,,,,,,
SOMANY,,,,,,
SOMANYCERA,Somany Ceramics Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics,discretionary
SOMICONVEY,Somi Conveyor Beltings Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,capex
SONACOMS,Sona BLW Precision Forgings Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
SONAMLTD,SONAM LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,semis;discretionary
SONATSOFTW,Sonata Software Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,it_services
SOTL,Savita Oil Technologies Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants,new_age_tech
SOUTHBANK,The South Indian Bank Limited,Financial Services,Financial Services,Banks,Private Sector Bank,private_banks
SOUTHBNK,,,,,,
SOUTHWEST,South West Pinnacle Exploration Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
SPAL,S. P. Apparels Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,discretionary
SPANDANA,Spandana Sphoorty Financial Limited,Financial Services,Financial Services,Finance,Microfinance Institutions,small_fin_banks
SPARC,Sun Pharma Advanced Research Company Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
SPCENET,Spacenet Enterprises India Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors,
SPECIALITY,Speciality Restaurants Limited,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants,discretionary
SPECTRUM,Spectrum Electrical Industries Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,ev;capex
SPEL,,,,,,
SPENCERS,Spencer's Retail Limited,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,discretionary
SPENTEX,,,,,,
SPIC,Southern Petrochemicals Industries Corporation  Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,specialty_chem;rural_agri
SPICEJET,SPICEJET LTD,Services,Services,Transport Services,Airline,logistics
SPLIL,SPL Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products,discretionary
SPLPETRO,Supreme Petrochem Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,specialty_chem
SPML,,,,,,
SPMLINFRA,SPML Infra Limited,Industrials,Construction,Construction,Civil Construction,
SPORTKING,Sportking India Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
SRD,Shankar Lal Rampal Dye-Chem Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals,specialty_chem
SREEL,Sreeleathers Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear,discretionary
SRF,SRF Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,specialty_chem
SRGHFL,SRG Housing Finance Limited,Financial Services,Financial Services,Finance,Housing Finance Company,nbfc
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,specialty_chem
SRIKALAHASTHI,,,,,,
SRM,SRM Contractors Limited,Industrials,Construction,Construction,Civil Construction,
SRPL,Shree Ram Proteins Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,fmcg_staples
SRTL,Shree Ram Twistex Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,discretionary
SSDL,Saraswati Saree Depot Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,discretionary
SSWL,Steel Strips Wheels Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,ev
STALLION,Stallion India Fluorochemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Industrial Gases,capex
STANLEY,Stanley Lifestyles Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Furniture Home Furnishing,discretionary
STAR,Strides Pharma Science Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,cdmo_pharma;branded_pharma
STARBUS,,,,,,
STARCEMENT,Star Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,cement
STARCMT,,,,,,
STARHEALTH,Star Health and Allied Insurance Company Limited,Financial Services,Financial Services,Insurance,General Insurance,general_insurance
STARPAPER,Star Paper Mills Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,
STARPAPL,,,,,,
STARTECK,Starteck Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
STCINDIA,The State Trading Corporation of India Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors,
STEELCAS,Steelcast Limited,Industrials,Capital Goods,Industrial Products,Castings & Forgings,
STEELCITY,Steel City Securities Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,capital_markets
STEELXIND,STEEL EXCHANGE INDIA LIMITED,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,metals
STEL,Stel Holdings Limited,Financial Services,Financial Services,Finance,Investment Company,
STERLITE,,,,,,
STERLITEIND,,,,,,
