nse_ticker,company_name,macro,sector,industry,basic_industry,source
PDMJEPAPER,Pudumjee Paper Products Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,nse_official
PDSL,PDS Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Trading - Textile Products,nse_official
PEARLPOLY,Pearl Polymers Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,nse_official
PENIND,Pennar Industries Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
PENINLAND,Peninsula Land Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
PERSISTENT,Persistent Systems Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
PETRONET,Petronet LNG Limited,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier,nse_official
PFC,Power Finance Corporation Limited,Financial Services,Financial Services,Finance,Financial Institution,nse_official
PFCINDIA,,,,,,missing
PFIZER,Pfizer Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
PFOCUS,Prime Focus Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,nse_official
PFS,PTC India Financial Services Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
PGEL,PG Electroplast Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,nse_official
PGHH,Procter & Gamble Hygiene and Health Care Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care,nse_official
PGHL,Procter & Gamble Health Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
PGIL,Pearl Global Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
PHILIPCARB,,,,,,missing
PHILIPSBV,,,,,,missing
PHOENIXLTD,The Phoenix Mills Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
PI,,,,,,missing
PICCADIL,Piccadily Agro Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,nse_official
PIDILITIND,Pidilite Industries Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
PIGL,Power & Instrumentation (Gujarat) Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
PIIND,PI Industries Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,nse_official
PILANIINVS,Pilani Investment and Industries Corporation Limited,Financial Services,Financial Services,Finance,Investment Company,nse_official
PILITA,PIL ITALICA LIFESTYLE LIMITED,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,nse_official
PINELABS,Pine Labs Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),nse_official
PIONEEREMB,Pioneer Embroideries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
PIRAMALFIN,Piramal Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
PIRAMALPHA,,,,,,missing
PITTIENG,Pitti Engineering Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
PIXTRANS,Pix Transmissions Limited,Industrials,Capital Goods,Industrial Products,Rubber,nse_official
PKTEA,The Peria Karamalai Tea & Produce Company Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee,nse_official
PLASTIBLEN,Plastiblends India Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
PLATIND,Platinum Industries Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
PLAZACABLE,Plaza Wires Limited,Industrials,Capital Goods,Industrial Products,Cables - Electricals,nse_official
PMI,,,,,,missing
PNB,Punjab National Bank,Financial Services,Financial Services,Banks,Public Sector Bank,nse_official
PNBGILTS,PNB Gilts Limited,Financial Services,Financial Services,Finance,Investment Company,nse_official
PNBHOUSING,PNB Housing Finance Limited,Financial Services,Financial Services,Finance,Housing Finance Company,nse_official
PNC,Pritish Nandy Communications Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition,nse_official
PNCINFRA,PNC Infratech Limited,Industrials,Construction,Construction,Civil Construction,nse_official
PNGJL,P N Gadgil Jewellers Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
PNGSREVA,PNGS Reva Diamond Jewellery Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
POCL,Pondy Oxides & Chemicals Limited,Commodities,Metals & Mining,Diversified Metals,Diversified Metals,nse_official
PODDARMENT,Poddar Pigments Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,nse_official
POKARNA,Pokarna Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Granites & Marbles,nse_official
POLICYBZR,PB Fintech Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),nse_official
POLYCAB,Polycab India Limited,Industrials,Capital Goods,Industrial Products,Cables - Electricals,nse_official
POLYMED,Poly Medicure Limited,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies,nse_official
POLYPLEX,Polyplex Corporation Limited,Industrials,Capital Goods,Industrial Products,Packaging,nse_official
PONNIERODE,Ponni Sugars (Erode) Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,nse_official
POONAWALLA,Poonawalla Fincorp Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
POWERGRID,Power Grid Corporation of India Limited,Utilities,Power,Power,Power - Transmission,nse_official
POWERGRIDINVIT,,,,,,missing
POWERINDIA,Hitachi Energy India Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
POWERMECH,Power Mech Projects Limited,Industrials,Construction,Construction,Civil Construction,nse_official
POWMECH,,,,,,missing
PPAP,PPAP Automotive Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
PPL,Prakash Pipes Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,nse_official
PPLPHARMA,Piramal Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
PRABHA,Prabha Energy Limited,Energy,Oil Gas & Consumable Fuels,Oil,Oil Exploration & Production,nse_official
PRABHAT,Prabhat Dairy Limited,CONSUMER,CONSUMER GOODS,CONSUMER NON DURABLES,DAIRY PRODUCTS,nse_official
PRAENG,Prajay Engineers Syndicate Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
PRAJIND,Praj Industries Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
PRAKASH,Prakash Industries Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,nse_official
PRAKASHSTL,Prakash Steelage Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
PRATAAP,,,,,,missing
PRAXIS,Praxis Home Retail Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,nse_official
PRECAM,Precision Camshafts Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
PRECWIRE,Precision Wires India Limited,Industrials,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products,nse_official
PREMEXPLN,Premier Explosives Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Explosives,nse_official
PREMIER,Premier Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
PREMIERENE,Premier Energies Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
PREMIERENRG,,,,,,missing
PREMIERPOL,Premier Polyfilm Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,nse_official
PRESTIGE,Prestige Estates Projects Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
PRICOL,Pricol Limited,MANUFACTURING,AUTOMOBILE,AUTO ANCILLARIES,AUTO ANCILLARIES,nse_official
PRICOLLTD,Pricol Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
PRIMESECU,Prime Securities Limited,Financial Services,Financial Services,Finance,Other Financial Services,nse_official
PRIMO,Primo Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,nse_official
PRINCEPIPE,Prince Pipes And Fittings Limited,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial,nse_official
PRISMJOHNSN,,,,,,missing
PRITI,Priti International Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Furniture Home Furnishing,nse_official
PRITIKAUTO,Pritika Auto Industries Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
PRIVISCL,Privi Speciality Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
PROSTARM,Prostarm Info Systems Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
PROTEAN,Protean eGov Technologies Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,nse_official
PROZONER,Prozone Realty Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
PRSMJOHNSN,Prism Johnson Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
PRUDENT,Prudent Corporate Advisory Services Limited,Financial Services,Financial Services,Capital Markets,Financial Products Distributor,nse_official
PRUDMOULI,Prudential Sugar Corporation Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,nse_official
PSB,Punjab & Sind Bank,Financial Services,Financial Services,Banks,Public Sector Bank,nse_official
PSPPROJECT,PSP Projects Limited,Industrials,Construction,Construction,Civil Construction,nse_official
PTC,PTC India Limited,Utilities,Power,Power,Power Trading,nse_official
PTCIL,PTC Industries Limited,Industrials,Capital Goods,Industrial Products,Other Industrial Products,nse_official
PTCIND,,,,,,missing
PTL,PTL Enterprises Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,nse_official
PURAVANK,,,,,,missing
PURAVANKARA,,,,,,missing
PURVA,Puravankara Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
PVP,PVP Ventures Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
PVRINOX,PVR INOX Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition,nse_official
PVSL,Popular Vehicles and Services Limited,Consumer Discretionary,Automobile and Auto Components,Automobiles,Auto Dealer,nse_official
PWL,Physicswallah Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,E-Learning,nse_official
PYRAMID,Pyramid Technoplast Limited,Industrials,Capital Goods,Industrial Products,Packaging,nse_official
QPOWER,Quality Power Electrical Equipments Limited,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment,nse_official
QUADFUTURE,Quadrant Future Tek Limited,Industrials,Capital Goods,Industrial Products,Cables - Electricals,nse_official
QUESS,Quess Corp Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
QUICKHEAL,Quick Heal Technologies Limited,Information Technology,Information Technology,IT - Software,Software Products,nse_official
RACE,Race Eco Chain Limited,Utilities,Utilities,Other Utilities,Waste Management,nse_official
RACL,,,,,,missing
RACLGEAR,RACL Geartech Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
RADAAN,Radaan Mediaworks India Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,nse_official
RADHIKAJWE,Radhika Jeweltech Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
RADIANTCMS,Radiant Cash Management Services Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
RADICO,Radico Khaitan Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries,nse_official
RADIOCITY,Music Broadcast Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,nse_official
RAIL,,,,,,missing
RAILTEL,Railtel Corporation Of India Limited,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services,nse_official
RAILVIKAS,,,,,,missing
RAIN,Rain Industries Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,nse_official
RAINBOW,Rainbow Childrens Medicare Limited,Healthcare,Healthcare,Healthcare Services,Hospital,nse_official
RAJESHEXPO,Rajesh Exports Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
RAJMET,Rajnandini Metal Limited,Industrials,Capital Goods,Industrial Products,Aluminium Copper & Zinc Products,nse_official
RAJOOENG,Rajoo Engineers Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
RAJRATAN,Rajratan Global Wire Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
RAJSREESUG,Rajshree Sugars & Chemicals Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar,nse_official
RAJTV,Raj Television Network Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,nse_official
RALLIS,Rallis India Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,nse_official
RAMAKRISHNA,,,,,,missing
RAMANEWS,Shree Rama Newsprint Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,nse_official
RAMAPHO,Rama Phosphates Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,nse_official
RAMASTEEL,Rama Steel Tubes Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
RAMCOCEM,The Ramco Cements Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
RAMCOIND,Ramco Industries Limited,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials,nse_official
RAMCOSYS,Ramco Systems Limited,Information Technology,Information Technology,IT - Software,Software Products,nse_official
RAMKY,Ramky Infrastructure Limited,Industrials,Construction,Construction,Civil Construction,nse_official
RAMRAT,Ram Ratna Wires Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
RAMSARUP,Ramsarup Industries Limited,COMMODITIES,METALS,FERROUS METALS,IRON & STEEL PRODUCTS,nse_official
