nse_ticker,company_name,macro,sector,industry,basic_industry,source
MEDKART,,,,,,missing
MEDPLUS,Medplus Health Services Limited,Consumer Discretionary,Consumer Services,Retailing,Pharmacy Retail,nse_official
MEESHO,Meesho Limited,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,nse_official
MEGASTAR,Megastar Foods Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,nse_official
MEIL,Mangal Electrical Industries Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
MENONBE,Menon Bearings Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
MESCAB,,,,,,missing
METRO,,,,,,missing
METROBRAND,Metro Brands Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear,nse_official
METROPOLIS,Metropolis Healthcare Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,nse_official
MFML,Mahalaxmi Fabric Mills Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
MFSL,Max Financial Services Limited,Financial Services,Financial Services,Insurance,Life Insurance,nse_official
MGEL,Mangalam Global Enterprise Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,nse_official
MGL,Mahanagar Gas Limited,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier,nse_official
MHLXMIRU,Mahalaxmi Rubtech Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
MHRIL,Mahindra Holidays & Resorts India Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
MICEL,MIC Electronics Limited,Industrials,Capital Goods,Industrial Products,Other Industrial Products,nse_official
MIDHANI,Mishra Dhatu Nigam Limited,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,nse_official
MIDWESTLTD,Midwest Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Granites & Marbles,nse_official
MINDA,,,,,,missing
MINDACORP,Minda Corporation Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
MINDAIND,,,,,,missing
MINDSPACE,Mindspace Business Parks REIT,Consumer Discretionary,Realty,Realty,Real Estate Investment Trusts (REITs),nse_official
MINDTECK,Mindteck (India) Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
MIRC,,,,,,missing
MIRCELECTR,MIRC Electronics Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics,nse_official
MIRZAINT,Mirza International Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products,nse_official
MISHRA,,,,,,missing
MITCON,MITCON Consultancy & Engineering Services Limited,Services,Services,Commercial Services & Supplies,Consulting Services,nse_official
MITTAL,Mittal Life Style Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
MKPL,M K Proteins Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,nse_official
MKTGCD,,,,,,missing
MMFL,MM Forgings Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
MMP,MMP Industries Limited,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium,nse_official
MMTC,MMTC Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors,nse_official
MOBIKWIK,One Mobikwik Systems Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),nse_official
MODINATUR,Modi Naturals Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,nse_official
MODIRUBBER,Modi Rubber Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,nse_official
MODIS,Modis Navnirman Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
MODISONLTD,MODISON LIMITED,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
MODTHREAD,Modern Threads (India) Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
MOFSL,,,,,,missing
MOHITIND,Mohit Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
MOIL,MOIL Limited,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,nse_official
MOKSH,Moksh Ornaments Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
MOL,Meghmani Organics Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,nse_official
MOLD,,,,,,missing
MOLD-TEK,,,,,,missing
MOLDTECH,Mold-Tek Technologies Limited,Industrials,Construction,Construction,Civil Construction,nse_official
MOLDTEK,,,,,,missing
MOLDTKPAC,Mold-Tek Packaging Limited,Industrials,Capital Goods,Industrial Products,Packaging,nse_official
MONARCH,Monarch Networth Capital Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
MONEYBOXX,Moneyboxx Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
MONTECARLO,Monte Carlo Fashions Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
MOREPENLAB,Morepen Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
MOSCHIP,Moschip Technologies Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,nse_official
MOSDOH,,,,,,missing
MOTHERSON,Samvardhana Motherson International Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
MOTILALOFS,Motilal Oswal Financial Services Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
MOTISONS,Motisons Jewellers Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
MOTOGENFIN,The Motor & General Finance Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
MPHASIS,MphasiS Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
MPSLTD,MPS Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,E-Learning,nse_official
MRF,MRF Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products,nse_official
MRPL,Mangalore Refinery and Petrochemicals Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Refineries & Marketing,nse_official
MSPL,MSP Steel & Power Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
MSTCLTD,Mstc Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors,nse_official
MSUMI,Motherson Sumi Wiring India Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
MTAR,,,,,,missing
MTARTECH,Mtar Technologies Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
MTNL,Mahanagar Telephone Nigam Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,nse_official
MUFIN,Mufin Green Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
MUFTI,Credo Brands Marketing Limited,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,nse_official
MUKANDFIN,,,,,,missing
MUKANDLTD,Mukand Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,nse_official
MUKKA,Mukka Proteins Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed,nse_official
MUKTAARTS,Mukta Arts Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Film Production Distribution & Exhibition,nse_official
MUNJALAU,Munjal Auto Industries Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
MUNJALSHOW,Munjal Showa Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
MURUDCERA,Murudeshwar Ceramics Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics,nse_official
MUTHOOTCAP,Muthoot Capital Services Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
MUTHOOTFIN,Muthoot Finance Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
MUTHOOTMF,Muthoot Microfin Limited,Financial Services,Financial Services,Finance,Microfinance Institutions,nse_official
MVGJL,Manoj Vaibhav Gems N Jewellers Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
MWL,Mangalam Worldwide Limited,Industrials,Capital Goods,Industrial Products,Iron & Steel Products,nse_official
NACLIND,NACL Industries Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,nse_official
NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,nse_official
NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,Financial Services,Financial Services,Finance,Investment Company,nse_official
NAGREEKEXP,Nagreeka Exports Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
NAHARCAP,Nahar Capital and Financial Services Limited,Financial Services,Financial Services,Finance,Investment Company,nse_official
NAHAREXP,Nahar Exports Limited,,,,,nse_official
NAHARINDUS,Nahar Industrial Enterprises Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
NAHARPOLY,Nahar Poly Films Limited,Industrials,Capital Goods,Industrial Products,Packaging,nse_official
NAHARSPING,Nahar Spinning Mills Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
NAINITALBNK,,,,,,missing
NALCO,,,,,,missing
NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,Financial Services,Capital Markets,Asset Management Company,nse_official
NARAYANA,,,,,,missing
NARMADA,Narmada Agrobase Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Animal Feed,nse_official
NATCAPSUQ,Natural Capsules Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
NATCO,,,,,,missing
NATCOPHARM,Natco Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
NATHBIOGEN,Nath Bio-Genes (India) Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,nse_official
NATHPULP,,,,,,missing
NATIONALUM,National Aluminium Company Limited,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium,nse_official
NAUKRI,Info Edge (India) Limited,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,nse_official
NAVA,NAVA LIMITED,Utilities,Power,Power,Power Generation,nse_official
NAVINFIN,,,,,,missing
NAVINFLUOR,Navin Fluorine International Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
NAVKARCORP,Navkar Corporation Limited,Services,Services,Transport Services,Logistics Solution Provider,nse_official
NAVKARURB,Navkar Urbanstructure Limited,Industrials,Construction,Construction,Civil Construction,nse_official
NAVNETEDUL,Navneet Education Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary,nse_official
NAZARA,Nazara Technologies Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Digital Entertainment,nse_official
NBCC,NBCC (India) Limited,Industrials,Construction,Construction,Civil Construction,nse_official
NBIFIN,N. B. I. Industrial Finance Company Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
NCC,NCC Limited,Industrials,Construction,Construction,Civil Construction,nse_official
NCLIND,NCL Industries Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
NDGL,Naga Dhunseri Group Limited,Financial Services,Financial Services,Finance,Investment Company,nse_official
NDL,Nandan Denim Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
NDLVENTURE,NDL Ventures Limited,Financial Services,Financial Services,Finance,Other Financial Services,nse_official
NDRAUTO,Ndr Auto Components Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
NDTV,New Delhi Television Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production,nse_official
NECCLTD,North Eastern Carrying Corporation Limited,Services,Services,Transport Services,Logistics Solution Provider,nse_official
NECLIFE,Nectar Lifesciences Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
NELCAST,Nelcast Limited,Industrials,Capital Goods,Industrial Products,Castings & Forgings,nse_official
NELCO,NELCO Limited,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments,nse_official
NEOGEN,Neogen Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
NEPHROPLUS,Nephrocare Health Services Limited,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider,nse_official
NESCO,Nesco Limited,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,nse_official
NESTLEIND,Nestle India Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,nse_official
NETSOL,,,,,,missing
NETWEB,Netweb Technologies India Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,nse_official
NETWORK18,Network18 Media & Investments Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,nse_official
NEULANDLAB,Neuland Laboratories Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
NEWGEN,Newgen Software Technologies Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
NEXTMEDIA,Next Mediaworks Limited,Consumer Discretionary,Media Entertainment & Publication,Entertainment,Media & Entertainment,nse_official
NEXUS,,,,,,missing
NFL,National Fertilizers Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,nse_official
NGIL,Nakoda Group of Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,nse_official
NGLFINE,NGL Fine-Chem Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
NH,Narayana Hrudayalaya Ltd.,Healthcare,Healthcare,Healthcare Services,Hospital,nse_official
NHLIND,,,,,,missing
NHPC,NHPC Limited,Utilities,Power,Power,Power Generation,nse_official
NIACINDIA,,,,,,missing
NIACL,The New India Assurance Company Limited,Financial Services,Financial Services,Insurance,General Insurance,nse_official
NIARE,,,,,,missing
NIBE,NIBE Limited,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,nse_official
NIBL,NRB Industrial Bearings Limited,Industrials,Capital Goods,Industrial Products,Abrasives & Bearings,nse_official
NIFTYMET,,,,,,missing
NIINSYS,,,,,,missing
NIIT,,,,,,missing
NIITLTD,NIIT Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,nse_official
NIITMTS,NIIT Learning Systems Limited,Consumer Discretionary,Consumer Services,Other Consumer Services,Education,nse_official
NIITNX,,,,,,missing
NIITTECH,,,,,,missing
NIKHILAD,,,,,,missing
NILAINFRA,Nila Infrastructures Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
NILASPACES,Nila Spaces Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
NILE,Nile Limited,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,nse_official
NILKAMAL,Nilkamal Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer,nse_official
NINSYS,NINtec Systems Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
NIPPOBATRY,Indo-National Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products,nse_official
NIPPONAMC,,,,,,missing
NIPPONSEIMC,,,,,,missing
NIRAJ,Niraj Cement Structurals Limited,Industrials,Construction,Construction,Civil Construction,nse_official
NITCO,Nitco Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics,nse_official
NITIN,,,,,,missing
NITINSPIN,Nitin Spinners Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
NITIRAJ,Nitiraj Engineers Limited,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment,nse_official
NITISHK,,,,,,missing
NIVABUPA,Niva Bupa Health Insurance Company Limited,Financial Services,Financial Services,Insurance,General Insurance,nse_official
NKIND,NK Industries Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,nse_official
NLCINDIA,NLC India Limited,Utilities,Power,Power,Power Generation,nse_official
NMDC,NMDC Limited,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,nse_official
NMSPACK,,,,,,missing
NMSWORKS,,,,,,missing
NOCIL,NOCIL Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
NOIDATOLL,Noida Toll Bridge Company Limited,Services,Services,Transport Infrastructure,Road Assets - Toll Annuity Hybrid-Annuity,nse_official
NORTHARC,Northern Arc Capital Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
NOVAAGRI,Nova Agritech Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,nse_official
NOVARTIS,,,,,,missing
NPCIL,,,,,,missing
NPST,Network People Services Technologies Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),nse_official
NPTC,,,,,,missing
NRAIL,N R Agarwal Industries Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,nse_official
NRBBEARING,NRB Bearing Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
NRL,Nupur Recyclers Limited,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals,nse_official
NSDL,,,,,,missing
NSIL,Nalwa Sons Investments Limited,Financial Services,Financial Services,Finance,Investment Company,nse_official
NSLNISP,NMDC Steel Limited,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,nse_official
NTPC,NTPC Limited,Utilities,Power,Power,Power Generation,nse_official
NTPCGREEN,NTPC Green Energy Limited,Utilities,Power,Power,Power Generation,nse_official
NUCLEUS,Nucleus Software Exports Limited,Information Technology,Information Technology,IT - Software,Software Products,nse_official
NURECA,Nureca Limited,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies,nse_official
NUVAMA,Nuvama Wealth Management Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
NUVOCO,Nuvoco Vistas Corporation Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
NXTDIGITAL,,,,,,missing
NYKAA,FSN E-Commerce Ventures Limited,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce,nse_official
OAL,Oriental Aromatics Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
OBCL,Orissa Bengal Carrier Limited,Services,Services,Transport Services,Logistics Solution Provider,nse_official
OBEROIREAL,,,,,,missing
OBEROIRLTY,Oberoi Realty Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
OCCL,Oriental Carbon & Chemicals Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,nse_official
OCCLLTD,OCCL Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,nse_official
ODIGMA,Odigma Consultancy Solutions Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,nse_official
OFSS,Oracle Financial Services Software Limited,Information Technology,Information Technology,IT - Software,Software Products,nse_official
OIL,Oil India Limited,Energy,Oil Gas & Consumable Fuels,Oil,Oil Exploration & Production,nse_official
OILCOUNTUB,Oil Country Tubular Limited,Energy,Oil Gas & Consumable Fuels,Oil,Oil Equipment & Services,nse_official
OILINDIA,,,,,,missing
OLA,,,,,,missing
OLAELEC,Ola Electric Mobility Limited,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers,nse_official
OLARIDER,,,,,,missing
OLECTRA,Olectra Greentech Limited,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles,nse_official
OMAXAUTO,Omax Autos Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
OMAXE,Omaxe Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
OMFREIGHT,Om Freight Forwarders Limited,Services,Services,Transport Services,Logistics Solution Provider,nse_official
OMINFRAL,OM INFRA LIMITED,Industrials,Construction,Construction,Civil Construction,nse_official
OMNI,Omnitech Engineering Limited,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products,nse_official
ONELIFECAP,Onelife Capital Advisors Limited,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,nse_official
ONEPOINT,One Point One Solutions Limited,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),nse_official
ONESOURCE,Onesource Specialty Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
ONGC,Oil & Natural Gas Corporation Limited,Energy,Oil Gas & Consumable Fuels,Oil,Oil Exploration & Production,nse_official
ONMOBILE,OnMobile Global Limited,Consumer Discretionary,Media Entertainment & Publication,Media,Web based media and service,nse_official
ONWARDTEC,Onward Technologies Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,nse_official
OPTIEMUS,Optiemus Infracom Limited,Telecommunication,Telecommunication,Telecom - Equipment & Accessories,Telecom - Equipment & Accessories,nse_official
ORBTEXP,Orbit Exports Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
ORCHASP,Orchasp Limited,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,nse_official
ORCHPHARMA,Orchid Pharma Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
ORICONENT,Oricon Enterprises Limited,Industrials,Capital Goods,Industrial Products,Packaging,nse_official
ORIENTALTL,Oriental Trimex Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Granites & Marbles,nse_official
ORIENTBELL,Orient Bell Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics,nse_official
ORIENTCEM,Orient Cement Limited,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,nse_official
ORIENTCER,ORIENT CERATECH LIMITED,Industrials,Capital Goods,Industrial Products,Electrodes & Refractories,nse_official
ORIENTELC,,,,,,missing
ORIENTELEC,Orient Electric Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances,nse_official
ORIENTGREEN,,,,,,missing
ORIENTHOT,Oriental Hotels Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
ORIENTINS,,,,,,missing
ORIENTLTD,Orient Press Limited,Industrials,Capital Goods,Industrial Products,Packaging,nse_official
ORIENTPPR,Orient Paper & Industries Limited,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,nse_official
ORIENTTECH,Orient Technologies Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,nse_official
ORISSAMINE,The Orissa Minerals Development Company Limited,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals,nse_official
ORKLAINDIA,Orkla India Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products,nse_official
OSIAHYPER,Osia Hyper Retail Limited,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,nse_official
OSWALAGRO,Oswal Agro Mills Limited,Services,Services,Commercial Services & Supplies,Trading & Distributors,nse_official
OSWALGREEN,Oswal Greentech Limited,Financial Services,Financial Services,Finance,Investment Company,nse_official
OSWALPUMPS,Oswal Pumps Limited,Industrials,Capital Goods,Industrial Products,Compressors Pumps & Diesel Engines,nse_official
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products,nse_official
OWM,,,,,,missing
PACEDIGITK,Pace Digitek Limited,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,nse_official
PAGEIND,Page Industries Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,nse_official
PAGES,,,,,,missing
PAHARPUR,,,,,,missing
PAISALO,Paisalo Digital Limited,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),nse_official
PAKKA,PAKKA LIMITED,Commodities,Forest Materials,Paper Forest & Jute Products,Paper & Paper Products,nse_official
PALASHSECU,Palash Securities Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods,nse_official
PALREDTEC,Palred Technologies Limited,Information Technology,Information Technology,IT - Services,IT Enabled Services,nse_official
PANACEA,,,,,,missing
PANACEABIO,Panacea Biotec Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
PANAMAPET,Panama Petrochem Limited,Energy,Oil Gas & Consumable Fuels,Petroleum Products,Lubricants,nse_official
PANSARI,Pansari Developers Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
PAR,Par Drugs And Chemicals Limited,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,nse_official
PARABDRUGS,Parabolic Drugs Limited,HEALTHCARE,PHARMA,PHARMACEUTICALS,PHARMACEUTICALS,nse_official
PARACABLES,Paramount Communications Limited,Industrials,Capital Goods,Industrial Products,Cables - Electricals,nse_official
PARADEEP,Paradeep Phosphates Limited,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers,nse_official
PARAG,,,,,,missing
PARAGMILK,Parag Milk Foods Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products,nse_official
PARAMOUNT,Paramount Dye Tec Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
PARAS,Paras Defence and Space Technologies Limited,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,nse_official
PARKHOSPS,Park Medi World Limited,Healthcare,Healthcare,Healthcare Services,Hospital,nse_official
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,nse_official
PARSVNATH,Parsvnath Developers Limited,Consumer Discretionary,Realty,Realty,Residential Commercial Projects,nse_official
PASHUPATI,Pashupati Cotspin Limited,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,nse_official
PASUPTAC,Pasupati Acrylon Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals,nse_official
PATANJALI,Patanjali Foods Limited,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil,nse_official
PATANJALIFO,,,,,,missing
PATEL,,,,,,missing
PATELENG,Patel Engineering Limited,Industrials,Construction,Construction,Civil Construction,nse_official
PATELRMART,Patel Retail Limited,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail,nse_official
PATINTLOG,Patel Integrated Logistics Limited,Services,Services,Transport Services,Logistics Solution Provider,nse_official
PAUSHAKLTD,Paushak Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,nse_official
PAVNAIND,Pavna Industries Limited,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,nse_official
PAYTM,One 97 Communications Limited,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech),nse_official
PCBL,PCBL Chemical Limited,Commodities,Chemicals,Chemicals & Petrochemicals,Carbon Black,nse_official
PCJEWELLER,PC Jeweller Limited,Consumer Discretionary,Consumer Durables,Consumer Durables,Gems Jewellery And Watches,nse_official
